id,parent_fen,move_san,name,type,branches,priority,tier,frequency
103917,rnbq1rk1/pp3ppp/4pn2/2pp4/2PP4/P1P1PP2/6PP/R1BQKBNR w KQ -,h4,님조 인디언 디펜스: 크모흐 바리에이션,okay,[],14,3,0.16
103918,rnbq1rk1/pp3ppp/4pn2/2pp4/2PP4/P1P1PP2/6PP/R1BQKBNR w KQ -,Qb3,님조 인디언 디펜스: 크모흐 바리에이션,inaccuracy,[],15,4,0.72
103919,rnbq1rk1/pp3ppp/4pn2/2pp4/2PP4/P1P1PP2/6PP/R1BQKBNR w KQ -,Be2,님조 인디언 디펜스: 크모흐 바리에이션,inaccuracy,[],16,4,0.6
103920,rnbq1rk1/pp3ppp/4pn2/2pp4/2PP4/P1P1PP2/6PP/R1BQKBNR w KQ -,e4,님조 인디언 디펜스: 크모흐 바리에이션,mistake,[],17,5,5.0
103921,rnbq1rk1/pp3ppp/4pn2/2pp4/2PP4/P1P1PP2/6PP/R1BQKBNR w KQ -,h3,님조 인디언 디펜스: 크모흐 바리에이션,mistake,[],18,5,1.67
103922,rnbq1rk1/pp3ppp/4pn2/2pP4/3P4/P1P1PP2/6PP/R1BQKBNR b KQ -,Nxd5,"님조 인디언 디펜스: 새미쉬 바리에이션, 보트비닉 바리에이션",book,[],1,1,61.11
103923,rnbq1rk1/pp3ppp/4pn2/2pP4/3P4/P1P1PP2/6PP/R1BQKBNR b KQ -,exd5,님조 인디언 디펜스: 크모흐 바리에이션,okay,[],2,1,38.89
103924,rnbq1rk1/pp3ppp/4pn2/2pP4/3P4/P1P1PP2/6PP/R1BQKBNR b KQ -,cxd4,님조 인디언 디펜스: 크모흐 바리에이션,inaccuracy,[],3,2,2.23
103925,rnbq1rk1/pp3ppp/4pn2/2pP4/3P4/P1P1PP2/6PP/R1BQKBNR b KQ -,Qxd5,님조 인디언 디펜스: 크모흐 바리에이션,okay,[],4,2,0.5
103926,rnbq1rk1/pp3ppp/4pn2/2pP4/3P4/P1P1PP2/6PP/R1BQKBNR b KQ -,Qa5,님조 인디언 디펜스: 크모흐 바리에이션,inaccuracy,[],5,2,0.14
103928,rnbq1rk1/pp3ppp/4pn2/2pP4/3P4/P1P1PP2/6PP/R1BQKBNR b KQ -,e5,님조 인디언 디펜스: 크모흐 바리에이션,mistake,[],7,2,0.01
103929,rnbq1rk1/pp3ppp/4pn2/2pP4/3P4/P1P1PP2/6PP/R1BQKBNR b KQ -,Qd7,님조 인디언 디펜스: 크모흐 바리에이션,mistake,[],8,2,0.01
103930,rnbq1rk1/pp3ppp/4pn2/2pP4/3P4/P1P1PP2/6PP/R1BQKBNR b KQ -,b6,님조 인디언 디펜스: 크모흐 바리에이션,mistake,[],9,3,0.03
103931,rnbq1rk1/pp3ppp/4pn2/2pP4/3P4/P1P1PP2/6PP/R1BQKBNR b KQ -,Nbd7,님조 인디언 디펜스: 크모흐 바리에이션,mistake,[],10,3,0.02
103932,rnbq1rk1/pp3ppp/4pn2/2pP4/3P4/P1P1PP2/6PP/R1BQKBNR b KQ -,c4,님조 인디언 디펜스: 크모흐 바리에이션,mistake,[],11,3,0.02
103933,rnbqk2r/pp3ppp/4pn2/2pP4/3P4/P1P2P2/4P1PP/R1BQKBNR b KQkq -,Nxd5,님조 인디언 디펜스: 새미쉬 바리에이션,best,[],1,1,74.34
103934,rnbqk2r/pp3ppp/4pn2/2pP4/3P4/P1P2P2/4P1PP/R1BQKBNR b KQkq -,exd5,님조 인디언 디펜스: 새미쉬 바리에이션,best,[],2,1,25.49
103935,rnbqk2r/pp3ppp/4pn2/2pP4/3P4/P1P2P2/4P1PP/R1BQKBNR b KQkq -,O-O,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],3,1,0.12
103936,rnbqk2r/pp3ppp/4pn2/2pP4/3P4/P1P2P2/4P1PP/R1BQKBNR b KQkq -,cxd4,님조 인디언 디펜스: 새미쉬 바리에이션,blunder,[],4,1,0.04
103937,rnbqk2r/pp3ppp/4pn2/2pP4/3P4/P1P2P2/4P1PP/R1BQKBNR b KQkq -,Qxd5,님조 인디언 디펜스: 새미쉬 바리에이션,blunder,[],5,2,0.5
103938,rnbqk2r/pp3ppp/4pn2/2pP4/3P4/P1P2P2/4P1PP/R1BQKBNR b KQkq -,Qa5,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],6,2,0.07
103939,rnbqk2r/pp3ppp/4pn2/2pP4/3P4/P1P2P2/4P1PP/R1BQKBNR b KQkq -,e5,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],7,2,0.02
103941,rnbqk2r/pp3ppp/4pn2/2pP4/3P4/P1P2P2/4P1PP/R1BQKBNR b KQkq -,Qc7,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],9,2,0.0
103942,rnbqk2r/pp3ppp/4pn2/2pP4/3P4/P1P2P2/4P1PP/R1BQKBNR b KQkq -,Qe7,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],10,2,0.0
103943,rnbqk2r/pp3ppp/4pn2/2pP4/3P4/P1P2P2/4P1PP/R1BQKBNR b KQkq -,c4,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],11,3,0.01
103944,rnbqk2r/pp3ppp/4pn2/2pP4/3P4/P1P2P2/4P1PP/R1BQKBNR b KQkq -,Ng8,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],12,3,0.01
103945,rnbqk2r/pp3ppp/4pn2/2pP4/3P4/P1P2P2/4P1PP/R1BQKBNR b KQkq -,Bd7,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],13,3,0.01
103946,rnbqk2r/pp3ppp/4p3/2pn4/3P4/P1P2P2/4P1PP/R1BQKBNR w KQkq -,dxc5,"님조 인디언 디펜스: 새미쉬 바리에이션, 케레스 바리에이션",book,[],1,1,88.81
103947,rnbqk2r/pp3ppp/4p3/2pn4/3P4/P1P2P2/4P1PP/R1BQKBNR w KQkq -,Qd3,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],2,1,8.54
103948,rnbqk2r/pp3ppp/4p3/2pn4/3P4/P1P2P2/4P1PP/R1BQKBNR w KQkq -,Qd2,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],3,1,2.32
103949,rnbqk2r/pp3ppp/4p3/2pn4/3P4/P1P2P2/4P1PP/R1BQKBNR w KQkq -,Qc2,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],4,1,0.17
103950,rnbqk2r/pp3ppp/4p3/2pn4/3P4/P1P2P2/4P1PP/R1BQKBNR w KQkq -,Qb3,님조 인디언 디펜스: 새미쉬 바리에이션,excellent,[],5,1,0.11
103951,rnbqk2r/pp3ppp/4p3/2pn4/3P4/P1P2P2/4P1PP/R1BQKBNR w KQkq -,Bd2,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],6,1,0.06
103952,rnbqk2r/pp3ppp/4p3/2pn4/3P4/P1P2P2/4P1PP/R1BQKBNR w KQkq -,e4,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],7,2,3.67
103954,rnbqk2r/pp3ppp/4p3/2pn4/3P4/P1P2P2/4P1PP/R1BQKBNR w KQkq -,c4,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],9,2,0.55
103955,rnbqk2r/pp3ppp/4p3/2pn4/3P4/P1P2P2/4P1PP/R1BQKBNR w KQkq -,Bb2,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],10,2,0.5
103956,rnbqk2r/pp3ppp/4p3/2pn4/3P4/P1P2P2/4P1PP/R1BQKBNR w KQkq -,Nh3,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],11,2,0.01
103957,rnbqk2r/pp3ppp/4p3/2pn4/3P4/P1P2P2/4P1PP/R1BQKBNR w KQkq -,Qa4+,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],12,2,0.01
103959,rnbqk2r/pp3ppp/4p3/2Pn4/8/P1P2P2/4P1PP/R1BQKBNR b KQkq -,Qa5,"님조 인디언 디펜스: 새미쉬 바리에이션, 케레스 바리에이션",best,[],1,1,73.31
103960,rnbqk2r/pp3ppp/4p3/2Pn4/8/P1P2P2/4P1PP/R1BQKBNR b KQkq -,f5,"님조 인디언 디펜스: 새미쉬 바리에이션, 로마놉스키 바리에이션",book,[],2,1,24.52
103961,rnbqk2r/pp3ppp/4p3/2Pn4/8/P1P2P2/4P1PP/R1BQKBNR b KQkq -,Nd7,"님조 인디언 디펜스: 새미쉬 바리에이션, 케레스 바리에이션",inaccuracy,[],3,1,0.99
103963,rnbqk2r/pp3ppp/4p3/2Pn4/8/P1P2P2/4P1PP/R1BQKBNR b KQkq -,Qc7,"님조 인디언 디펜스: 새미쉬 바리에이션, 케레스 바리에이션",inaccuracy,[],5,1,0.31
103965,rnbqk2r/pp3ppp/4p3/2Pn4/8/P1P2P2/4P1PP/R1BQKBNR b KQkq -,Bd7,"님조 인디언 디펜스: 새미쉬 바리에이션, 케레스 바리에이션",inaccuracy,[],7,1,0.06
103966,rnbqk2r/pp3ppp/4p3/2Pn4/8/P1P2P2/4P1PP/R1BQKBNR b KQkq -,Nxc3,"님조 인디언 디펜스: 새미쉬 바리에이션, 케레스 바리에이션",mistake,[],8,2,1.44
103968,rnbqk2r/pp3ppp/4p3/2Pn4/8/P1P2P2/4P1PP/R1BQKBNR b KQkq -,Qh4+,"님조 인디언 디펜스: 새미쉬 바리에이션, 케레스 바리에이션",inaccuracy,[],10,2,0.27
103974,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/P1N5/1P2PPPP/R1BQKBNR b KQkq -,Bxc3+,님조 인디언 디펜스: 새미쉬 바리에이션,critical,[],1,1,100.0
103975,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/P1N5/1P2PPPP/R1BQKBNR b KQkq -,Be7,님조 인디언 디펜스: 새미쉬 바리에이션,critical,[],2,2,0.41
103986,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/P1N5/1P2PPPP/R1BQKBNR b KQkq -,Bd6,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],13,3,0.02
103987,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/P1N5/1P2PPPP/R1BQKBNR b KQkq -,Bf8,님조 인디언 디펜스: 새미쉬 바리에이션,critical,[],14,3,0.01
103991,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1b5/1P2PPPP/R1BQKBNR w KQkq -,bxc3,님조 인디언 디펜스: 새미쉬 바리에이션,critical,[],1,1,100.0
103992,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1b5/1P2PPPP/R1BQKBNR w KQkq -,Bd2,님조 인디언 디펜스: 새미쉬 바리에이션,critical,[],2,2,0.0
103993,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1b5/1P2PPPP/R1BQKBNR w KQkq -,Qd2,님조 인디언 디펜스: 새미쉬 바리에이션,critical,[],3,3,0.0
103994,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,c5,님조 인디언 디펜스: 새미쉬 바리에이션,best,[],1,1,50.46
103995,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,b6,님조 인디언 디펜스: 새미쉬 바리에이션,best,[],2,1,18.05
103996,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,O-O,님조 인디언 디펜스: 새미쉬 바리에이션,book,[],3,1,13.75
103997,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,d6,님조 인디언 디펜스: 새미쉬 바리에이션,excellent,[],4,1,7.37
103998,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,Nc6,님조 인디언 디펜스: 새미쉬 바리에이션,best,[],5,1,5.16
103999,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,Ne4,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],6,1,2.58
104000,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,d5,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],7,1,2.27
104001,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,h6,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],8,1,0.18
104002,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,c6,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],9,1,0.18
104003,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,Qe7,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],10,2,0.24
104004,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,Kf8,님조 인디언 디펜스: 새미쉬 바리에이션,blunder,[],11,2,0.03
104005,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,b5,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],12,2,0.02
104006,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,a6,님조 인디언 디펜스: 새미쉬 바리에이션,inaccuracy,[],13,4,0.11
104007,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,a5,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],14,5,0.1
104008,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,Ng4,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],15,6,0.43
104009,rnbqk2r/pppp1ppp/4pn2/8/2PP4/P1P5/4PPPP/R1BQKBNR b KQkq -,Na6,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],16,6,0.22
104010,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,e3,님조 인디언 디펜스: 새미쉬 바리에이션,book,[],1,1,54.7
104011,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,f3,님조 인디언 디펜스: 새미쉬 바리에이션,best,[],2,1,42.29
104012,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,Nf3,님조 인디언 디펜스: 새미쉬 바리에이션,best,[],3,1,1.57
104013,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,Qc2,님조 인디언 디펜스: 새미쉬 바리에이션,excellent,[],4,1,0.84
104014,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,d5,님조 인디언 디펜스: 새미쉬 바리에이션,inaccuracy,[],5,1,0.24
104015,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,g4,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],6,1,0.12
104016,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,e4,님조 인디언 디펜스: 새미쉬 바리에이션,inaccuracy,[],7,1,0.12
104017,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,Bg5,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],8,1,0.12
104018,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,g3,님조 인디언 디펜스: 새미쉬 바리에이션,excellent,[],9,2,0.4
104019,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,Bf4,님조 인디언 디펜스: 새미쉬 바리에이션,excellent,[],10,2,0.13
104020,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,dxc5,님조 인디언 디펜스: 새미쉬 바리에이션,inaccuracy,[],11,2,0.13
104021,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,Qd3,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],12,2,0.12
104022,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,a4,님조 인디언 디펜스: 새미쉬 바리에이션,excellent,[],13,2,0.08
104023,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,Bb2,님조 인디언 디펜스: 새미쉬 바리에이션,inaccuracy,[],14,3,0.63
104024,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,f4,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],15,6,1.32
104025,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,Rb1,님조 인디언 디펜스: 새미쉬 바리에이션,excellent,[],16,6,1.32
104026,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P5/4PPPP/R1BQKBNR w KQkq -,Qa4,님조 인디언 디펜스: 새미쉬 바리에이션,inaccuracy,[],17,6,0.66
104027,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P1P3/5PPP/R1BQKBNR b KQkq -,Nc6,님조 인디언 디펜스: 새미쉬 바리에이션,excellent,[],1,1,41.06
104028,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P1P3/5PPP/R1BQKBNR b KQkq -,O-O,님조 인디언 디펜스: 새미쉬 바리에이션,excellent,[],2,1,29.47
104029,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P1P3/5PPP/R1BQKBNR b KQkq -,b6,"님조 인디언 디펜스: 새미쉬 바리에이션, 오켈리 바리에이션",book,[],3,1,15.69
104030,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P1P3/5PPP/R1BQKBNR b KQkq -,d6,님조 인디언 디펜스: 새미쉬 바리에이션,excellent,[],4,1,9.24
104031,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P1P3/5PPP/R1BQKBNR b KQkq -,Qa5,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],5,1,2.2
104032,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P1P3/5PPP/R1BQKBNR b KQkq -,d5,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],6,1,2.05
104034,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P1P3/5PPP/R1BQKBNR b KQkq -,Qc7,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],8,1,0.15
104035,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P1P3/5PPP/R1BQKBNR b KQkq -,cxd4,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],9,2,0.71
104036,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P1P3/5PPP/R1BQKBNR b KQkq -,Na6,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],10,2,0.11
104037,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P1P3/5PPP/R1BQKBNR b KQkq -,Qe7,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],11,2,0.09
104038,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P1P3/5PPP/R1BQKBNR b KQkq -,h6,님조 인디언 디펜스: 새미쉬 바리에이션,okay,[],12,2,0.05
104039,rnbqk2r/pp1p1ppp/4pn2/2p5/2PP4/P1P1P3/5PPP/R1BQKBNR b KQkq -,Qb6,님조 인디언 디펜스: 새미쉬 바리에이션,mistake,[],13,5,0.16
104040,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,O-O,님조 인디언 디펜스: 노멀 바리에이션,book,[],1,1,61.17
104041,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,c5,님조 인디언 디펜스: 루빈슈타인 시스템,book,[],2,1,19.88
104042,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,b6,님조 인디언 디펜스: 상트페테르부르크 바리에이션,book,[],3,1,14.56
104043,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,d5,님조 인디언 디펜스: 루빈슈타인 시스템,excellent,[],4,1,2.41
104044,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,Bxc3+,님조 인디언 디펜스: 루빈슈타인 시스템,incorrect,[],5,1,0.81
104045,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,Nc6,"님조 인디언 디펜스: 루빈슈타인 시스템, 타이마노프 바리에이션",book,[],6,1,0.8
104046,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,Ne4,님조 인디언 디펜스: 루빈슈타인 시스템,inaccuracy,[],7,1,0.22
104047,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,d6,님조 인디언 디펜스: 루빈슈타인 시스템,okay,[],8,1,0.1
104048,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,c6,님조 인디언 디펜스: 루빈슈타인 시스템,okay,[],9,1,0.05
104049,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,e5,님조 인디언 디펜스: 루빈슈타인 시스템,mistake,[],10,1,0.0
104050,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,a6,님조 인디언 디펜스: 루빈슈타인 시스템,okay,[],11,1,0.0
104051,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,Qe7,님조 인디언 디펜스: 루빈슈타인 시스템,mistake,[],12,2,0.2
104052,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,a5,님조 인디언 디펜스: 루빈슈타인 시스템,inaccuracy,[],13,2,0.06
104053,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,Kf8,님조 인디언 디펜스: 루빈슈타인 시스템,blunder,[],14,2,0.05
104054,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,h6,님조 인디언 디펜스: 루빈슈타인 시스템,okay,[],15,3,0.11
104055,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,Ba5,님조 인디언 디펜스: 루빈슈타인 시스템,inaccuracy,[],16,6,1.17
104056,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ -,Bd3,님조 인디언 디펜스: 노멀 바리에이션,book,[],1,1,63.55
104057,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ -,Ne2,님조 인디언 디펜스: 레셰프스키 바리에이션,book,[],2,1,24.22
104058,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ -,Bd2,님조 인디언 디펜스: 노멀 바리에이션,best,[],3,1,6.09
104059,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ -,Nf3,님조 인디언 디펜스,book,[],4,1,3.96
104062,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ -,Be2,님조 인디언 디펜스: 노멀 바리에이션,okay,[],7,1,0.04
104063,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ -,Qb3,님조 인디언 디펜스: 노멀 바리에이션,excellent,[],8,1,0.01
104064,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ -,f3,님조 인디언 디펜스: 노멀 바리에이션,inaccuracy,[],9,1,0.0
104065,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ -,f4,님조 인디언 디펜스: 노멀 바리에이션,mistake,[],10,2,0.05
104066,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ -,g3,님조 인디언 디펜스: 노멀 바리에이션,inaccuracy,[],11,2,0.03
104068,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ -,h3,님조 인디언 디펜스: 노멀 바리에이션,okay,[],13,3,0.04
104069,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ -,c5,님조 인디언 디펜스: 노멀 바리에이션,inaccuracy,[],14,4,0.15
104070,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ -,Qa4,님조 인디언 디펜스: 노멀 바리에이션,inaccuracy,[],15,5,0.25
104071,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ -,d5,님조 인디언 디펜스: 노멀 바리에이션,blunder,[],16,6,1.3
104072,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ -,a4,님조 인디언 디펜스: 노멀 바리에이션,inaccuracy,[],17,6,0.87
104073,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/P1N1P3/1P3PPP/R1BQKBNR b KQ -,Bxc3+,님조 인디언 디펜스: 노멀 바리에이션,best,[],1,1,99.05
104074,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/P1N1P3/1P3PPP/R1BQKBNR b KQ -,Be7,님조 인디언 디펜스: 노멀 바리에이션,critical,[],2,1,0.47
104076,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/P1N1P3/1P3PPP/R1BQKBNR b KQ -,Bxa3,님조 인디언 디펜스: 노멀 바리에이션,mistake,[],4,1,0.24
104078,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/P1N1P3/1P3PPP/R1BQKBNR b KQ -,Bd6,님조 인디언 디펜스: 노멀 바리에이션,blunder,[],6,2,0.02
104085,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/P1N1P3/1P3PPP/R1BQKBNR b KQ -,Ne4,님조 인디언 디펜스: 노멀 바리에이션,blunder,[],13,4,0.02
104088,rnbq1rk1/pppp1ppp/4pn2/8/2PP4/P1b1P3/1P3PPP/R1BQKBNR w KQ -,bxc3,님조 인디언 디펜스: 새미쉬 바리에이션,book,[],1,1,100.0
104089,rnbq1rk1/pppp1ppp/4pn2/8/2PP4/P1b1P3/1P3PPP/R1BQKBNR w KQ -,Qd2,님조 인디언 디펜스: 노멀 바리에이션,incorrect,[],2,3,0.01
104091,rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQkq -,Bd3,님조 인디언 디펜스: 루빈슈타인 시스템,excellent,[],1,1,50.14
